L1	L2	species	specimen	oligoID	nSpeciesPerOligo
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium clone Eldhufec140	Uncultured bacterium clone Eldhufec140	HIT 4241	7
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium clone Eldhufec140	Uncultured bacterium clone Eldhufec140	HIT 646	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium clone Eldhufec140	Uncultured bacterium clone Eldhufec140	HIT 647	7
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium clone Eldhufec140	Uncultured bacterium clone Eldhufec140	HIT 648	5
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium KO89	uncultured bacterium KO89	HIT 1477	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium KO89	uncultured bacterium KO89	HIT 4226	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium KO89	uncultured bacterium KO89	HIT 4227	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium KO89	uncultured bacterium KO89	HIT 4228	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium KO89	uncultured bacterium KO89	HIT 4229	2
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium KO89	uncultured bacterium KO89	HIT 4230	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 1891	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 1892	2
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 1893	2
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 214	2
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 3368	2
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 3369	2
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 4232	2
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 4233	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 4235	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 4236	5
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 4239	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium LZ58	uncultured bacterium LZ58	HIT 648	5
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium NW71	uncultured bacterium NW71	HIT 4219	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium NW71	uncultured bacterium NW71	HIT 4220	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium NW71	uncultured bacterium NW71	HIT 4221	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium NW71	uncultured bacterium NW71	HIT 4222	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium NW71	uncultured bacterium NW71	HIT 4223	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured bacterium NW71	uncultured bacterium NW71	HIT 4224	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 1824	10
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 2819	8
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 2867	7
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 3949	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 3951	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 3952	6
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 4233	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 4237	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 4238	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 4239	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 4241	7
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 4242	10
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	uncultured bacterium M936	HIT 647	7
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 1824	10
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 2819	8
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 2867	7
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 3949	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 3950	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 3951	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 3952	6
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 4233	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 4237	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 4239	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 4241	7
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 4242	10
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-131	Uncultured bacterium UC7-131	HIT 647	7
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-62	Uncultured bacterium UC7-62	HIT 1002	2
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-62	Uncultured bacterium UC7-62	HIT 2287	2
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-62	Uncultured bacterium UC7-62	HIT 2932	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-62	Uncultured bacterium UC7-62	HIT 4039	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-62	Uncultured bacterium UC7-62	HIT 4041	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-62	Uncultured bacterium UC7-62	HIT 4042	3
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-62	Uncultured bacterium UC7-62	HIT 4043	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	Uncultured bacterium UC7-62	Uncultured bacterium UC7-62	HIT 4044	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured human gut bacterium JW1G3	uncultured human gut bacterium JW1G3	HIT 3145	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured human gut bacterium JW1G3	uncultured human gut bacterium JW1G3	HIT 3146	1
Clostridium cluster XIVa	Lachnospira pectinoschiza et rel.	uncultured human gut bacterium JW1G3	uncultured human gut bacterium JW1G3	HIT 3147	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec236	bacterium adhufec236	HIT 2041	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec236	bacterium adhufec236	HIT 2042	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec236	bacterium adhufec236	HIT 2043	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec236	bacterium adhufec236	HIT 2044	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec236	bacterium adhufec236	HIT 2045	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec236	bacterium adhufec236	HIT 2046	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	bacterium adhufec405	HIT 2179	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	bacterium adhufec405	HIT 2180	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	bacterium adhufec405	HIT 2181	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	bacterium adhufec405	HIT 2182	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	bacterium adhufec405	HIT 2183	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	bacterium adhufec405	HIT 2184	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	bacterium adhufec405	HIT 4007	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	bacterium adhufec405	HIT 4440	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	bacterium adhufec405	HIT 6953	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	Uncultured bacterium UC7-4	HIT 2183	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	Uncultured bacterium UC7-4	HIT 4003	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	Uncultured bacterium UC7-4	HIT 4004	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	Uncultured bacterium UC7-4	HIT 4005	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	Uncultured bacterium UC7-4	HIT 4006	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	Uncultured bacterium UC7-4	HIT 4007	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	Uncultured bacterium UC7-4	HIT 4008	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec405	uncultured Gram-positive bacterium NB4F10	HIT 4437	3
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec52	bacterium adhufec52	HIT 2221	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec52	bacterium adhufec52	HIT 2222	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec52	bacterium adhufec52	HIT 2223	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec52	bacterium adhufec52	HIT 2224	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec52	bacterium adhufec52	HIT 2225	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	bacterium adhufec52	bacterium adhufec52	HIT 2226	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Clostridium aminovalericum	Clostridium aminovalericum	HIT 1008	7
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Clostridium aminovalericum	Clostridium aminovalericum	HIT 1044	7
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Clostridium aminovalericum	Clostridium aminovalericum	HIT 1764	10
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Clostridium aminovalericum	Clostridium aminovalericum	HIT 235	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Clostridium aminovalericum	Clostridium aminovalericum	HIT 236	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Clostridium aminovalericum	Clostridium aminovalericum	HIT 237	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Clostridium aminovalericum	Clostridium aminovalericum	HIT 238	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Clostridium aminovalericum	Clostridium aminovalericum	HIT 239	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	human intestinal firmicute CO2	human intestinal firmicute CO2	HIT 2653	5
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	human intestinal firmicute CO2	human intestinal firmicute CO2	HIT 2655	3
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	human intestinal firmicute CO2	human intestinal firmicute CO2	HIT 4347	3
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	human intestinal firmicute CO2	uncultured Gram-positive bacterium NS2G11	HIT 2653	5
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	human intestinal firmicute CO2	uncultured Gram-positive bacterium NS2G11	HIT 3639	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium A12	uncultured bacterium A12	HIT 1711	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium A12	uncultured bacterium A12	HIT 1712	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium A12	uncultured bacterium A12	HIT 1713	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium A12	uncultured bacterium A12	HIT 4435	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium A12	uncultured bacterium A12	HIT 4437	3
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Uncultured bacterium clone Eldhufec129	Uncultured bacterium clone Eldhufec129	HIT 2537	4
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Uncultured bacterium clone Eldhufec129	Uncultured bacterium clone Eldhufec129	HIT 4246	4
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Uncultured bacterium clone Eldhufec129	Uncultured bacterium clone Eldhufec129	HIT 4247	4
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Uncultured bacterium clone Eldhufec129	Uncultured bacterium clone Eldhufec129	HIT 4248	3
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Uncultured bacterium clone Eldhufec143	Uncultured bacterium clone Eldhufec143	HIT 2224	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Uncultured bacterium clone Eldhufec143	Uncultured bacterium clone Eldhufec143	HIT 2226	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Uncultured bacterium clone Eldhufec143	Uncultured bacterium clone Eldhufec143	HIT 6863	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Uncultured bacterium clone Eldhufec145	Uncultured bacterium clone Eldhufec145	HIT 4008	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	Uncultured bacterium clone Eldhufec145	Uncultured bacterium clone Eldhufec145	HIT 6953	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	uncultured bacterium adhufec37.25	HIT 2881	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	uncultured bacterium adhufec37.25	HIT 2882	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	Uncultured bacterium clone Eldhufec144	HIT 1824	10
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	Uncultured bacterium clone Eldhufec144	HIT 2885	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	Uncultured bacterium clone Eldhufec144	HIT 4242	10
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	uncultured bacterium HuCB56	HIT 1824	10
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	uncultured bacterium HuCB56	HIT 2881	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	uncultured bacterium HuCB56	HIT 2882	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	uncultured bacterium HuCB56	HIT 2883	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	uncultured bacterium HuCB56	HIT 2884	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	uncultured bacterium HuCB56	HIT 2885	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium HuCB56	uncultured bacterium HuCB56	HIT 4242	10
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium LL95	uncultured bacterium LL95	HIT 4426	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium LL95	uncultured bacterium LL95	HIT 4429	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium LL95	uncultured bacterium LL95	HIT 4430	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium LL95	uncultured bacterium LL95	HIT 4431	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium LL95	uncultured bacterium LL95	HIT 4432	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium LL95	uncultured bacterium LL95	HIT 4433	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium LL95	uncultured bacterium LL95	HIT 4434	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium MK42	uncultured bacterium MK42	HIT 1711	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium MK42	uncultured bacterium MK42	HIT 1712	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium MK42	uncultured bacterium MK42	HIT 1713	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium MK42	uncultured bacterium MK42	HIT 2184	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium MK42	uncultured bacterium MK42	HIT 4006	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium MK42	uncultured bacterium MK42	HIT 4435	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium MK42	uncultured bacterium MK42	HIT 4437	3
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium MK42	uncultured bacterium MK42	HIT 4439	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured bacterium MK42	uncultured bacterium MK42	HIT 4440	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NB5G12	uncultured Gram-positive bacterium NB5G12	HIT 2221	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NB5G12	uncultured Gram-positive bacterium NB5G12	HIT 2222	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NB5G12	uncultured Gram-positive bacterium NB5G12	HIT 3441	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NO19	uncultured Gram-positive bacterium NO19	HIT 3055	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NO19	uncultured Gram-positive bacterium NO19	HIT 3056	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NO19	uncultured Gram-positive bacterium NO19	HIT 3057	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NO19	uncultured Gram-positive bacterium NO19	HIT 4423	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NO19	uncultured Gram-positive bacterium NO19	HIT 4425	2
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NS4B5	uncultured Gram-positive bacterium NO78	HIT 3559	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NS4B5	uncultured Gram-positive bacterium NO78	HIT 3560	1
Clostridium cluster XIVa	Outgrouping clostridium cluster XIVa	uncultured Gram-positive bacterium NS4B5	uncultured Gram-positive bacterium NO78	HIT 3561	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	bacterium adhufec225	HIT 2023	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	bacterium adhufec225	HIT 2024	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	bacterium adhufec225	HIT 2025	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	bacterium adhufec225	HIT 2026	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	bacterium adhufec225	HIT 2027	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	bacterium adhufec225	HIT 2028	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	bacterium adhufec225	HIT 2276	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	butyrate-producing bacterium A2-183	HIT 2023	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	butyrate-producing bacterium A2-183	HIT 2024	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	butyrate-producing bacterium A2-183	HIT 2025	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	butyrate-producing bacterium A2-183	HIT 2026	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	butyrate-producing bacterium A2-183	HIT 2027	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	butyrate-producing bacterium A2-183	HIT 2028	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	butyrate-producing bacterium A2-183	HIT 2276	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium adhufec75.25	HIT 2023	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium adhufec75.25	HIT 2024	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium adhufec75.25	HIT 2025	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium adhufec75.25	HIT 2276	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium HuAC78	HIT 2023	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium HuAC78	HIT 2024	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium HuAC78	HIT 2025	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium HuAC78	HIT 2276	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium OLDC-E4	HIT 2023	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium OLDC-E4	HIT 2024	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium OLDC-E4	HIT 2025	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium OLDC-E4	HIT 2276	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium V065	HIT 2023	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium V065	HIT 2024	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium V065	HIT 2025	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium V065	HIT 2026	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium V065	HIT 2028	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	bacterium adhufec225	uncultured bacterium V065	HIT 2276	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	butyrate-producing bacterium L1-81	butyrate-producing bacterium L1-81	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	butyrate-producing bacterium L1-81	butyrate-producing bacterium L1-81	HIT 2132	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	butyrate-producing bacterium L1-81	butyrate-producing bacterium L1-81	HIT 2133	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	butyrate-producing bacterium L1-81	butyrate-producing bacterium L1-81	HIT 3445	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-810	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-810	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-810	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-810	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-810	HIT 2765	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-810	HIT 2790	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-810	HIT 490	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-93	HIT 1390	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-93	HIT 1963	4
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-93	HIT 1966	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-93	HIT 1968	2
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-93	HIT 2098	12
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-93	HIT 2133	3
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-93	HIT 2765	1
Clostridium cluster XIVa	Roseburia intestinalis et rel.	Roseburia intestinalis	butyrate-producing bacterium L1-93	HIT 2790	2
