L1	L2	species	specimen	oligoID
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus gnavus	uncultured bacterium K735	HIT 2493
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus gnavus	uncultured bacterium K735	HIT 2939
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus gnavus	uncultured bacterium K735	HIT 640
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus gnavus	uncultured bacterium LCRC42	HIT 2492
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus gnavus	uncultured bacterium LCRC42	HIT 2493
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus gnavus	uncultured Gram-positive bacterium NS2A6	HIT 2492
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus gnavus	uncultured Gram-positive bacterium NS2A6	HIT 2493
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus gnavus	uncultured Ruminococcus sp. NO26	HIT 2492
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus gnavus	uncultured Ruminococcus sp. NO26	HIT 2493
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus sp. CO28	Ruminococcus sp. CO28	HIT 3979
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus sp. CO28	Ruminococcus sp. CO28	HIT 3980
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus sp. CO28	Ruminococcus sp. CO28	HIT 3981
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus sp. CO28	Ruminococcus sp. CO28	HIT 4454
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus sp. CO28	Ruminococcus sp. CO28	HIT 4455
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus sp. CO28	uncultured Gram-positive bacterium NO2	HIT 3979
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus sp. CO28	uncultured Gram-positive bacterium NO2	HIT 3980
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus sp. CO28	uncultured Gram-positive bacterium NO2	HIT 3981
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus sp. CO28	uncultured Gram-positive bacterium NO2	HIT 4454
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus sp. CO28	uncultured Gram-positive bacterium NO2	HIT 4455
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Ruminococcus sp. CJ60	HIT 523
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Ruminococcus sp. CJ60	HIT 524
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Ruminococcus sp. CJ60	HIT 525
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Ruminococcus torques	HIT 216
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Ruminococcus torques	HIT 523
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Ruminococcus torques	HIT 524
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Ruminococcus torques	HIT 525
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Ruminococcus torques	HIT 526
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Ruminococcus torques	HIT 527
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Uncultured bacterium clone Eldhufec164	HIT 216
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Uncultured bacterium clone Eldhufec164	HIT 526
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	Uncultured bacterium clone Eldhufec164	HIT 527
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium HuCB10	HIT 216
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium HuCB10	HIT 525
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium HuCB10	HIT 526
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium HuCB10	HIT 527
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium LX54	HIT 216
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium LX54	HIT 523
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium LX54	HIT 524
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium LX54	HIT 525
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium LX54	HIT 526
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium LX54	HIT 527
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium OLDA-A12	HIT 523
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium OLDA-A12	HIT 524
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured bacterium OLDA-A12	HIT 525
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured Ruminococcus sp. NO41	HIT 523
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured Ruminococcus sp. NO41	HIT 524
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	Ruminococcus torques	uncultured Ruminococcus sp. NO41	HIT 525
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured bacterium (human infant) L37A	uncultured bacterium (human infant) L37A	HIT 2537
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured bacterium (human infant) L37A	uncultured bacterium (human infant) L37A	HIT 4246
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured bacterium (human infant) L37A	uncultured bacterium (human infant) L37A	HIT 4247
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured bacterium (human infant) L37A	uncultured bacterium (human infant) L37A	HIT 4248
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured bacterium (human infant) L37A	Uncultured bacterium clone Eldhufec169	HIT 2537
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured bacterium (human infant) L37A	Uncultured bacterium clone Eldhufec169	HIT 4246
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured bacterium (human infant) L37A	Uncultured bacterium clone Eldhufec169	HIT 4247
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured bacterium (human infant) L37A	Uncultured bacterium clone Eldhufec169	HIT 4248
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured human gut bacterium JW1A12	uncultured human gut bacterium JW1A12	HIT 2965
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured human gut bacterium JW1A12	uncultured human gut bacterium JW1A12	HIT 2966
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured human gut bacterium JW1A12	uncultured human gut bacterium JW1A12	HIT 2967
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured human gut bacterium JW1H4a	uncultured human gut bacterium JW1H4a	HIT 3085
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured human gut bacterium JW1H4a	uncultured human gut bacterium JW1H4a	HIT 3086
Clostridium cluster XIVa	Ruminococcus gnavus et rel.	uncultured human gut bacterium JW1H4a	uncultured human gut bacterium JW1H4a	HIT 3087
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	bacterium adhufec80.25	HIT 2192
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	bacterium adhufec80.25	HIT 2293
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	bacterium adhufec80.25	HIT 2294
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	bacterium adhufec80.25	HIT 2295
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	bacterium adhufec80.25	HIT 2296
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	bacterium adhufec80.25	HIT 2297
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	bacterium adhufec80.25	HIT 2298
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	bacterium adhufec80.25	HIT 2446
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	bacterium adhufec80.25	HIT 4254
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	Ruminococcus lactaris	HIT 2192
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	Ruminococcus lactaris	HIT 2293
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	Ruminococcus lactaris	HIT 2294
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	Ruminococcus lactaris	HIT 2296
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	Ruminococcus lactaris	HIT 2298
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	Ruminococcus lactaris	HIT 2446
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	Ruminococcus lactaris	HIT 4254
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	Ruminococcus lactaris	HIT 549
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	Ruminococcus lactaris	HIT 551
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	uncultured bacterium HuAC34	HIT 2192
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	uncultured bacterium HuAC34	HIT 2293
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	uncultured bacterium HuAC34	HIT 2294
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus lactaris	uncultured bacterium HuAC34	HIT 549
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus sp. CO41	Ruminococcus sp. CO41	HIT 2293
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	Ruminococcus sp. CO41	Ruminococcus sp. CO41	HIT 549
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium G187	uncultured bacterium G187	HIT 4255
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium G187	uncultured bacterium G187	HIT 4256
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium G187	uncultured bacterium G187	HIT 4257
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium G187	uncultured bacterium G187	HIT 4258
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium G187	uncultured bacterium G187	HIT 4259
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium G187	uncultured bacterium G187	HIT 4260
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium L160	uncultured bacterium L160	HIT 2298
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium L160	uncultured bacterium L160	HIT 3345
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium L160	uncultured bacterium L160	HIT 4249
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium L160	uncultured bacterium L160	HIT 4250
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium L160	uncultured bacterium L160	HIT 4251
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium L160	uncultured bacterium L160	HIT 4252
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium L160	uncultured bacterium L160	HIT 4253
Clostridium cluster XIVa	Ruminococcus lactaris et rel.	uncultured bacterium L160	uncultured bacterium L160	HIT 4254
Clostridium cluster XIVa	Ruminococcus obeum et rel.	bacterium adhufec35.25	bacterium adhufec35.25	HIT 1762
Clostridium cluster XIVa	Ruminococcus obeum et rel.	bacterium adhufec35.25	bacterium adhufec35.25	HIT 2137
Clostridium cluster XIVa	Ruminococcus obeum et rel.	bacterium adhufec35.25	bacterium adhufec35.25	HIT 2139
Clostridium cluster XIVa	Ruminococcus obeum et rel.	bacterium adhufec35.25	bacterium adhufec35.25	HIT 2141
Clostridium cluster XIVa	Ruminococcus obeum et rel.	bacterium adhufec35.25	bacterium adhufec35.25	HIT 2142
Clostridium cluster XIVa	Ruminococcus obeum et rel.	bacterium adhufec35.25	bacterium adhufec35.25	HIT 2178
Clostridium cluster XIVa	Ruminococcus obeum et rel.	bacterium adhufec35.25	bacterium adhufec35.25	HIT 4326
Clostridium cluster XIVa	Ruminococcus obeum et rel.	bacterium adhufec35.25	bacterium adhufec35.25	HIT 4367
Clostridium cluster XIVa	Ruminococcus obeum et rel.	bacterium adhufec35.25	bacterium adhufec35.25	HIT 4407
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 2002
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 2141
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 2334
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 2351
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 2488
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 2809
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 2810
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 4367
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 4368
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 4380
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 4411
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/1	HIT 640
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 1731
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2001
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2002
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2139
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2334
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2488
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2661
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2685
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2809
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2810
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2811
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 2985
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 3987
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4313
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4364
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4365
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4368
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4377
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4380
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4401
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4407
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4411
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4412
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 4413
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	butyrate-producing bacterium SR1/5	HIT 640
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 1731
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 1762
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 2003
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 2004
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 2334
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 2809
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 2810
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 4368
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 4379
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 4380
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium SR1/1	uncultured bacterium C344	HIT 4413
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium T2-132	butyrate-producing bacterium T2-132	HIT 2002
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium T2-132	butyrate-producing bacterium T2-132	HIT 2141
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium T2-132	butyrate-producing bacterium T2-132	HIT 2334
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium T2-132	butyrate-producing bacterium T2-132	HIT 2488
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium T2-132	butyrate-producing bacterium T2-132	HIT 4367
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium T2-132	butyrate-producing bacterium T2-132	HIT 4368
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium T2-132	butyrate-producing bacterium T2-132	HIT 4380
Clostridium cluster XIVa	Ruminococcus obeum et rel.	butyrate-producing bacterium T2-132	butyrate-producing bacterium T2-132	HIT 640
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hansenii	Ruminococcus hansenii	HIT 1093
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hansenii	Ruminococcus hansenii	HIT 1094
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hansenii	Ruminococcus hansenii	HIT 1095
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hansenii	Ruminococcus hansenii	HIT 1096
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hansenii	Ruminococcus hansenii	HIT 1097
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hansenii	Ruminococcus hansenii	HIT 1098
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hydrogenotrophicus	Ruminococcus hydrogenotrophicus	HIT 1734
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hydrogenotrophicus	Ruminococcus hydrogenotrophicus	HIT 1764
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hydrogenotrophicus	Ruminococcus hydrogenotrophicus	HIT 2333
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hydrogenotrophicus	Ruminococcus hydrogenotrophicus	HIT 4338
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hydrogenotrophicus	Ruminococcus hydrogenotrophicus	HIT 553
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hydrogenotrophicus	Ruminococcus hydrogenotrophicus	HIT 554
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hydrogenotrophicus	Ruminococcus hydrogenotrophicus	HIT 555
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hydrogenotrophicus	Ruminococcus hydrogenotrophicus	HIT 556
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus hydrogenotrophicus	Ruminococcus hydrogenotrophicus	HIT 557
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus luti	Ruminococcus luti	HIT 2334
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus luti	Ruminococcus luti	HIT 4368
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus luti	Ruminococcus luti	HIT 4380
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus luti	Ruminococcus luti	HIT 544
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus luti	Ruminococcus luti	HIT 545
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	Ruminococcus obeum	HIT 1762
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	Ruminococcus obeum	HIT 2334
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	Ruminococcus obeum	HIT 3403
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	Ruminococcus obeum	HIT 4368
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	Ruminococcus obeum	HIT 4380
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	Ruminococcus obeum	HIT 521
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	Ruminococcus sp. CB10	HIT 3404
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	Ruminococcus sp. CB10	HIT 3405
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	Ruminococcus sp. CS6	HIT 2983
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	Ruminococcus sp. CS6	HIT 2984
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured bacterium HuDI22	HIT 2001
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured bacterium HuDI22	HIT 2685
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured bacterium HuDI22	HIT 4365
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured bacterium LH75	HIT 1762
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured bacterium LH75	HIT 2334
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured bacterium LH75	HIT 3403
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured bacterium LH75	HIT 3404
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured bacterium LH75	HIT 3405
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured bacterium LH75	HIT 4368
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured bacterium LH75	HIT 4380
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured Ruminococcus sp. NB4E10	HIT 3403
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured Ruminococcus sp. NB4E10	HIT 3404
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured Ruminococcus sp. NB4E10	HIT 3405
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured Ruminococcus sp. NO2-38	HIT 2683
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured Ruminococcus sp. NO2-38	HIT 2684
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured Ruminococcus sp. NO2-38	HIT 3530
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured Ruminococcus sp. NS4F4	HIT 3403
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured Ruminococcus sp. NS4F4	HIT 3404
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus obeum	uncultured Ruminococcus sp. NS4F4	HIT 3405
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus productus	Ruminococcus productus	HIT 2334
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus productus	Ruminococcus productus	HIT 3994
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus productus	Ruminococcus productus	HIT 4368
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus productus	Ruminococcus productus	HIT 4380
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus productus	Ruminococcus productus	HIT 809
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus sp. CO27	uncultured Ruminococcus sp. NB4C1	HIT 3985
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus sp. CO27	uncultured Ruminococcus sp. NO67	HIT 2684
Clostridium cluster XIVa	Ruminococcus obeum et rel.	Ruminococcus sp. CO27	uncultured Ruminococcus sp. NO67	HIT 2985
